fid,ID,layer,path,z_first,vertex_ind,vertex_par,vertex_p_1,distance,angle,X,Y
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"0","0","0",0.0000000000,270.0000000000,500000.0002400000,6689999.9998000003
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"1","0","1",10000.0000400000,292.5000000000,490000.0002000000,6689999.9998000003
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"2","0","2",24142.1357190000,315.0000000000,480000.0001600000,6699999.9999000002
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"3","0","3",38284.2713990000,337.5000000000,470000.0001200000,6709999.9999000002
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"4","0","4",48284.2714390000,0.0000000000,470000.0001200000,6720000.0000000000
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"5","0","5",76401.6971720000,0.0000000000,470000.0001200000,6748117.4256999996
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"6","1","0",76401.6971720000,315.0000000000,464864.2974200000,6765135.7024999997
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"7","1","1",83280.8524410000,337.5000000000,460000.0000800000,6769999.9998000003
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"8","1","2",93280.8524810000,337.5000000000,460000.0000800000,6779999.9999000002
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"9","1","3",107422.9881600000,292.5000000000,450000.0000400000,6789999.9999000002
"51","50",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"10","1","4",119984.5975900000,270.0000000000,437438.3906100000,6789999.9999000002
"56","55",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"0","0","0",0.0000000000,0.0000000000,430000.0003000000,6714943.8753000004
"56","55",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"1","0","1",5056.1246935000,337.4999997600,430000.0003000000,6720000.0000000000
"56","55",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"2","0","2",20498.3201210000,314.9999995100,419080.7191100000,6730919.2810000004
"64","63",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"0","0","0",0.0000000000,135.0000000000,543731.3763400000,6846268.6232000003
"64","63",SSS_AusLAMP__52070_2_n_HDS_ln_3127fff9_670b_47f9_8558_eed5807fc36b,AusLAMP,-52070.0000000000,"1","0","1",2592.8763469000,135.0000000000,545564.8167900000,6844435.1826999998
"39","38",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"0","0","0",0.0000000000,90.0000000000,460338.5683600000,6709999.9999000002
"39","38",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"1","0","1",9661.4317613000,112.5000000000,470000.0001200000,6709999.9999000002
"39","38",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"2","0","2",23803.5674410000,112.5000000000,480000.0001600000,6699999.9999000002
"39","38",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"3","0","3",39068.7985130000,90.0000000000,495265.2312300000,6699999.9999000002
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"0","0","0",0.0000000000,45.0000000000,460000.0000800000,6720000.0000000000
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"1","0","1",14142.1356800000,22.5000000000,470000.0001200000,6730000.0000000000
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"2","0","2",24142.1353800000,0.0000000000,470000.0001200000,6739999.9996999996
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"3","0","3",32259.5613730000,0.0000000000,470000.0001200000,6748117.4256999996
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"4","1","0",32259.5613730000,315.0000000000,470424.6523400000,6769575.3476000000
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"5","1","1",47002.2459750000,337.5000000000,460000.0000800000,6779999.9999000002
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"6","1","2",57002.2460150000,337.5000000000,460000.0000800000,6789999.9999000002
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"7","1","3",71144.3816950000,292.5000000000,450000.0000400000,6799999.9999000002
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"8","1","4",91144.3814350000,270.0000000000,430000.0003000000,6799999.9999000002
"56","55",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"9","1","5",97876.3948900000,270.0000000000,423267.9868500000,6799999.9999000002
"62","61",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"0","0","0",0.0000000000,135.0000000000,550049.1042300001,6849950.8953000000
"62","61",SSS_AusLAMP__71379_9_n_HDS_ln_aa196ffb_ab3e_4b27_83e3_7565e1374d85,AusLAMP,-71379.0000000000,"1","0","1",3767.8237658000,135.0000000000,552713.3579600001,6847286.6415999997
"58","57",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"0","0","0",0.0000000000,180.0000000000,520000.0000400000,6666753.0133999996
"58","57",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"1","0","1",6753.0134310000,202.4999995300,520000.0000400000,6660000.0000000000
"58","57",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"2","0","2",10691.2587920000,224.9999990700,517215.2400800000,6657215.2400000002
"70","69",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"0","0","0",0.0000000000,270.0000000000,502474.4849700000,6689999.9999000002
"70","69",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"1","0","1",32474.4849190000,270.0000000000,470000.0000500000,6689999.9999000002
"70","69",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"2","0","2",52474.4847180000,270.0000000000,450000.0002500000,6689999.9999000002
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"0","0","0",0.0000000000,180.0000000000,440000.0001900000,6812677.0395000000
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"1","0","1",2677.0395755000,157.5000000000,440000.0001900000,6810000.0000000000
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"2","0","2",16819.1752880000,157.5000000000,450000.0002500000,6799999.9999000002
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"3","0","3",26819.1753510000,157.5000000000,450000.0002500000,6789999.9998000003
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"4","0","4",40961.3110640000,157.5000000000,460000.0003100000,6779999.9998000003
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"5","0","5",50961.3111260000,157.5000000000,460000.0003100000,6769999.9996999996
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"6","0","6",57840.4661770000,135.0000000000,464864.2975000000,6765135.7024999997
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"7","1","0",57840.4661770000,180.0000000000,460000.0003100000,6731087.9797999999
"75","74",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"8","1","1",58928.4461680000,180.0000000000,460000.0003100000,6729999.9998000003
"77","76",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"0","0","0",0.0000000000,270.0000000000,521707.1610400000,6739999.9999000002
"77","76",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"1","0","1",1707.1610029000,270.0000000000,520000.0000400000,6739999.9999000002
"81","80",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"0","0","0",0.0000000000,270.0000000000,440318.4970500000,6769999.9996999996
"81","80",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"1","0","1",10683.7745960000,270.0000000000,429634.7224500000,6769999.9996999996
"86","85",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"0","0","0",0.0000000000,225.0000000000,478007.1820700000,6838007.1818000004
"86","85",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"1","0","1",7313.8918995000,225.0000000000,472835.4795100000,6832835.4791999999
"86","85",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"2","1","0",7313.8918995000,270.0000000000,465598.8914500000,6829999.9998000003
"86","85",SSS_AusLAMP__9435_5_n_HDS_ln_d1b055fa_d2d0_4a41_8c51_0ebe7b0f02b2,AusLAMP,-9435.0000000000,"3","1","1",14636.1625130000,270.0000000000,458276.6208400000,6829999.9998000003
"31","30",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"0","0","0",0.0000000000,225.0000004900,520000.0003200000,6649999.9996999996
"31","30",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"1","0","1",920.6498918400,225.0000004900,519349.0025300000,6649349.0018999996
"35","34",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"0","0","0",0.0000000000,270.0000000000,495265.2312300000,6699999.9999000002
"35","34",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"1","0","1",5265.2310319000,292.5000000000,490000.0002000000,6699999.9999000002
"35","34",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"2","0","2",19407.3667120000,292.5000000000,480000.0001600000,6709999.9999000002
"35","34",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"3","0","3",29407.3667510000,292.5000000000,470000.0001200000,6709999.9999000002
"35","34",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"4","0","4",43549.5024310000,270.0000000000,460000.0000800000,6720000.0000000000
"35","34",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"5","0","5",52308.8008940000,225.0000000000,453806.2407400000,6713806.2406000001
"51","50",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"0","0","0",0.0000000000,135.0000000000,554136.5441400000,6855863.4555000002
"51","50",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"1","0","1",69.5839314600,135.0000000000,554185.7474100000,6855814.2522000000
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"0","0","0",0.0000000000,90.0000000000,426470.9666400000,6810000.0000000000
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"1","0","1",23497.4383410000,90.0000000000,449968.4049800000,6810000.0000000000
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"2","1","0",23497.4383410000,135.0000000000,463265.6723700000,6796734.3276000004
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"3","1","1",33021.2159740000,157.5000000000,470000.0001200000,6789999.9999000002
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"4","1","2",43021.2160130000,157.5000000000,470000.0001200000,6779999.9999000002
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"5","1","3",52225.9335220000,135.0000000000,476508.7182900000,6773491.2817000002
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"6","2","0",52225.9335220000,180.0000000000,470000.0001200000,6748117.4256999996
"53","52",SSS_AusLAMP__97788_5_n_HDS_ln_88c7210e_d481_48cd_8e0e_ea5a1a77ba44,AusLAMP,-97788.0000000000,"7","2","1",70343.3592160000,180.0000000000,470000.0001200000,6730000.0000000000
"50","49",RN_AusMantle_100_Vsv_HDS_ln_4ea77030_95f1_4622_88ce_34f6ff29e317,AusMantle,-100000.0000000000,"0","0","0",0.0000000000,270.0000000000,498032.6711000000,6750000.0022000000
"50","49",RN_AusMantle_100_Vsv_HDS_ln_4ea77030_95f1_4622_88ce_34f6ff29e317,AusMantle,-100000.0000000000,"1","0","1",25969.8076100000,270.0000000000,472062.8634900000,6750000.0022000000
"50","49",RN_AusMantle_100_Vsv_HDS_ln_4ea77030_95f1_4622_88ce_34f6ff29e317,AusMantle,-100000.0000000000,"2","1","0",25969.8076100000,225.0000000000,449450.9431700000,6749450.9431999996
"50","49",RN_AusMantle_100_Vsv_HDS_ln_4ea77030_95f1_4622_88ce_34f6ff29e317,AusMantle,-100000.0000000000,"3","1","1",35076.5037540000,225.0000000000,443011.5365700000,6743011.5366000002
"50","49",RN_AusMantle_100_Vsv_HDS_ln_4ea77030_95f1_4622_88ce_34f6ff29e317,AusMantle,-100000.0000000000,"4","2","0",35076.5037540000,225.0000000000,431240.7008200000,6731240.7008999996
"50","49",RN_AusMantle_100_Vsv_HDS_ln_4ea77030_95f1_4622_88ce_34f6ff29e317,AusMantle,-100000.0000000000,"5","2","1",51924.6792440000,225.0000000000,419327.2416800000,6719327.2417000001
"52","51",RN_AusMantle_125_Vsv_HDS_ln_542e9645_e79f_4882_b9cb_8572a555f349,AusMantle,-125000.0000000000,"0","0","0",0.0000000000,90.0000000000,425069.7986700000,6750000.0020000003
"52","51",RN_AusMantle_125_Vsv_HDS_ln_542e9645_e79f_4882_b9cb_8572a555f349,AusMantle,-125000.0000000000,"1","0","1",23060.1678830000,90.0000000000,448129.9665500000,6750000.0020000003
"52","51",RN_AusMantle_125_Vsv_HDS_ln_542e9645_e79f_4882_b9cb_8572a555f349,AusMantle,-125000.0000000000,"2","1","0",23060.1678830000,90.0000000000,472062.8632300000,6750000.0020000003
"52","51",RN_AusMantle_125_Vsv_HDS_ln_542e9645_e79f_4882_b9cb_8572a555f349,AusMantle,-125000.0000000000,"3","1","1",49029.9762650000,90.0000000000,498032.6716200000,6750000.0020000003
"52","51",RN_AusMantle_125_Vsv_HDS_ln_542e9645_e79f_4882_b9cb_8572a555f349,AusMantle,-125000.0000000000,"4","2","0",49029.9762650000,135.0000000000,501626.4805700000,6748373.5232999995
"52","51",RN_AusMantle_125_Vsv_HDS_ln_542e9645_e79f_4882_b9cb_8572a555f349,AusMantle,-125000.0000000000,"5","2","1",67912.3326830000,135.0000000000,514978.3228400000,6735021.6810999997
"46","45",RN_AusMantle_150_Vsv_HDS_ln_36844444_12d2_41c6_be4f_9fd276724d12,AusMantle,-150000.0000000000,"0","0","0",0.0000000000,90.0000000000,423267.9860500000,6800000.0011999998
"46","45",RN_AusMantle_150_Vsv_HDS_ln_36844444_12d2_41c6_be4f_9fd276724d12,AusMantle,-150000.0000000000,"1","0","1",26732.0140270000,112.5000000000,450000.0000700000,6800000.0011999998
"46","45",RN_AusMantle_150_Vsv_HDS_ln_36844444_12d2_41c6_be4f_9fd276724d12,AusMantle,-150000.0000000000,"2","0","2",64221.0040750000,135.0000000000,476508.7191600000,6773491.2821000004
"48","47",RN_AusMantle_175_Vsv_HDS_ln_16faf80e_b72d_4041_b512_6db06875d1f8,AusMantle,-175000.0000000000,"0","0","0",0.0000000000,90.0000000000,423267.9860500000,6800000.0011999998
"48","47",RN_AusMantle_175_Vsv_HDS_ln_16faf80e_b72d_4041_b512_6db06875d1f8,AusMantle,-175000.0000000000,"1","0","1",32680.5569600000,90.0000000000,455948.5430100000,6800000.0011999998
"48","47",RN_AusMantle_175_Vsv_HDS_ln_16faf80e_b72d_4041_b512_6db06875d1f8,AusMantle,-175000.0000000000,"2","1","0",32680.5569600000,90.0000000000,480061.0074100000,6800000.0011999998
"48","47",RN_AusMantle_175_Vsv_HDS_ln_16faf80e_b72d_4041_b512_6db06875d1f8,AusMantle,-175000.0000000000,"3","1","1",41903.9269410000,90.0000000000,489284.3773900000,6800000.0011999998
"48","47",RN_AusMantle_200_Vsv_HDS_ln_cd5fcc3c_ee4f_4293_ac2f_548cc1e2f532,AusMantle,-200013.0000000000,"0","0","0",0.0000000000,270.0000000000,489284.3811900000,6800000.0001999997
"48","47",RN_AusMantle_200_Vsv_HDS_ln_cd5fcc3c_ee4f_4293_ac2f_548cc1e2f532,AusMantle,-200013.0000000000,"1","0","1",9223.3791066000,270.0000000000,480061.0020800000,6800000.0001999997
"48","47",RN_AusMantle_200_Vsv_HDS_ln_cd5fcc3c_ee4f_4293_ac2f_548cc1e2f532,AusMantle,-200013.0000000000,"2","1","0",9223.3791066000,270.0000000000,455948.5445300000,6800000.0001999997
"48","47",RN_AusMantle_200_Vsv_HDS_ln_cd5fcc3c_ee4f_4293_ac2f_548cc1e2f532,AusMantle,-200013.0000000000,"3","1","1",15171.9224280000,247.5000000000,450000.0012100000,6800000.0001999997
"48","47",RN_AusMantle_200_Vsv_HDS_ln_cd5fcc3c_ee4f_4293_ac2f_548cc1e2f532,AusMantle,-200013.0000000000,"4","1","2",31362.6347360000,225.0000000000,438551.4387400000,6788551.4376999997
"49","48",RN_AusMantle_275_Vsv_HDS_ln_f109b442_7086_44b9_9ce9_8d7986034312,AusMantle,-275000.0000000000,"0","0","0",0.0000000000,270.0000000000,524509.8761600000,6650000.0021000002
"49","48",RN_AusMantle_275_Vsv_HDS_ln_f109b442_7086_44b9_9ce9_8d7986034312,AusMantle,-275000.0000000000,"1","0","1",5370.2783389000,270.0000000000,519139.5978200000,6650000.0021000002
"61","60",RN_AusMantle_50_Vsv_HDS_ln_80e3ef52_5595_4541_8f57_059cb23ef7a9,AusMantle,-50000.0000000000,"0","0","0",0.0000000000,45.0000000000,459453.9139300000,6659453.9134999998
"61","60",RN_AusMantle_50_Vsv_HDS_ln_80e3ef52_5595_4541_8f57_059cb23ef7a9,AusMantle,-50000.0000000000,"1","0","1",53476.6486360000,45.0000000000,497267.6148200000,6697267.6144000003
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"0","0","0",0.0000000000,135.0000000000,425086.0243500000,6749913.9760999996
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"1","0","1",11797.8263240000,135.0000000000,433428.3473400000,6741571.6530999998
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"2","1","0",11797.8263240000,135.0000000000,443932.6272200000,6731067.3733000001
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"3","1","1",20378.3864230000,135.0000003800,449999.9994500000,6725000.0010000002
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"4","1","2",43550.6870140000,135.0000007600,466385.2901200000,6708614.7099000001
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"5","2","0",43550.6870140000,135.0000007600,473798.5753200000,6701201.4244999997
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"6","2","1",46907.5638460000,135.0000007600,476172.2456600000,6698827.7540999996
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"7","3","0",46907.5638460000,135.0000007600,481967.7719400000,6693032.2276999997
"58","57",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"8","3","1",72408.9841040000,135.0000007600,499999.9988900000,6675000.0003000004
"63","62",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"0","0","0",0.0000000000,224.9999992400,437427.6751600000,6812427.6759000001
"63","62",KK_Ausrem_pn_10_n_HD_PS_ln_ac53d6a8_92ee_41c9_96fc_9ae172d0f26d,Ausrem_pn,-10000.0000000000,"1","0","1",17575.3873660000,224.9999992400,424999.9997400000,6800000.0001999997
"70","69",KK_Ausrem_pn_100_n_HD_PS_ln_b792046e_60ac_4ace_a9c4_b6d4f17a484e,Ausrem_pn,-100000.0000000000,"0","0","0",0.0000000000,90.0000000000,438128.9715000000,6675000.0005999999
"70","69",KK_Ausrem_pn_100_n_HD_PS_ln_b792046e_60ac_4ace_a9c4_b6d4f17a484e,Ausrem_pn,-100000.0000000000,"1","0","1",61871.0272250000,67.5000000000,499999.9987300000,6675000.0005999999
"70","69",KK_Ausrem_pn_100_n_HD_PS_ln_b792046e_60ac_4ace_a9c4_b6d4f17a484e,Ausrem_pn,-100000.0000000000,"2","0","2",63069.1809630000,45.0000000000,500847.2213600000,6675847.2231999999
"76","75",KK_Ausrem_pn_100_n_HD_PS_ln_b792046e_60ac_4ace_a9c4_b6d4f17a484e,Ausrem_pn,-100000.0000000000,"0","0","0",0.0000000000,90.0000000000,474999.9993600000,6775000.0007999996
"76","75",KK_Ausrem_pn_100_n_HD_PS_ln_b792046e_60ac_4ace_a9c4_b6d4f17a484e,Ausrem_pn,-100000.0000000000,"1","0","1",6121.2378692000,90.0000000000,481121.2372300000,6775000.0007999996
"38","37",KK_Ausrem_pn_105_n_HD_PS_ln_b0518310_0e91_44cc_8076_9c827d6be365,Ausrem_pn,-105000.0000000000,"0","0","0",0.0000000000,270.0000000000,495265.2305000000,6700000.0006999997
"38","37",KK_Ausrem_pn_105_n_HD_PS_ln_b0518310_0e91_44cc_8076_9c827d6be365,Ausrem_pn,-105000.0000000000,"1","0","1",20265.2311440000,247.5000000000,474999.9993600000,6700000.0006999997
"38","37",KK_Ausrem_pn_105_n_HD_PS_ln_b0518310_0e91_44cc_8076_9c827d6be365,Ausrem_pn,-105000.0000000000,"2","0","2",20459.8391730000,225.0000000000,474862.3907000000,6699862.3920000000
"38","37",KK_Ausrem_pn_105_n_HD_PS_ln_b0518310_0e91_44cc_8076_9c827d6be365,Ausrem_pn,-105000.0000000000,"3","1","0",20459.8391730000,225.0000000000,471642.8047600000,6696642.8060999997
"38","37",KK_Ausrem_pn_105_n_HD_PS_ln_b0518310_0e91_44cc_8076_9c827d6be365,Ausrem_pn,-105000.0000000000,"4","1","1",58355.3493580000,225.0000000000,444846.6325300000,6669846.6338999998
"32","31",KK_Ausrem_pn_110_n_HD_PS_ln_0d9acbc0_0b9c_4fc9_8ba2_1b5046afb33f,Ausrem_pn,-110000.0000000000,"0","0","0",0.0000000000,45.0000015490,430745.3348200000,6680745.3366000000
