fid,ID,layer,path,z_first,vertex_ind,vertex_par,vertex_p_1,distance,angle,X,Y
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"2","0","2",8255.7805891000,315.0000000000,516755.6985600000,6743244.3015000001
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"3","1","0",8255.7805891000,0.0000000000,510000.0002800000,6773819.8994000005
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"4","1","1",14435.8810000000,337.5000000000,510000.0002800000,6779999.9999000002
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"5","1","2",42305.4866140000,315.0000000000,490293.2131600000,6799706.7869999995
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"6","2","0",42305.4866140000,270.0000000000,489284.3822800000,6799999.9999000002
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"7","2","1",51528.8683370000,270.0000000000,480061.0005600000,6799999.9999000002
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"8","3","0",51528.8683370000,225.0000000000,479986.0166800000,6799986.0164999999
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"9","3","1",79793.3640610000,247.5000000000,460000.0000800000,6779999.9999000002
"33","32",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"10","3","2",100644.3888300000,270.0000000000,439148.9753100000,6779999.9999000002
"60","59",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"0","0","0",0.0000000000,225.0000000000,490000.0002000000,6699999.9999000002
"60","59",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"1","0","1",14142.1356800000,247.5000000000,480000.0001600000,6689999.9998000003
"60","59",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"2","0","2",24142.1357190000,292.5000000000,470000.0001200000,6689999.9998000003
"60","59",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"3","0","3",37995.6524370000,315.0000000000,460204.0845100000,6699795.9155000001
"60","59",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"4","1","0",37995.6524370000,270.0000000000,458756.0215900000,6699999.9999000002
"60","59",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"5","1","1",42318.1777520000,270.0000000000,454433.4962700000,6699999.9999000002
"78","77",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"0","0","0",0.0000000000,180.0000000000,520000.0003200000,6841558.9521000003
"78","77",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"1","0","1",1558.9523594000,202.5000001600,520000.0003200000,6839999.9998000003
"78","77",SSS_AusLAMP__30716_3_n_HDS_ln_ebcb57be_21d8_411e_9ec2_302c39b9c534,AusLAMP,-30716.0000000000,"2","0","2",3182.8635239000,225.0000003200,518851.7217200000,6838851.7211999996
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"0","0","0",0.0000000000,90.0000000000,439148.9753100000,6779999.9999000002
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"1","0","1",20851.0247690000,67.5000000000,460000.0000800000,6779999.9999000002
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"2","0","2",49115.5204940000,45.0000000000,479986.0166800000,6799986.0164999999
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"3","1","0",49115.5204940000,90.0000000000,480061.0005600000,6799999.9999000002
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"4","1","1",58338.9022160000,90.0000000000,489284.3822800000,6799999.9999000002
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"5","2","0",58338.9022160000,135.0000000000,490293.2131600000,6799706.7869999995
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"6","2","1",86208.5078310000,157.5000000000,510000.0002800000,6779999.9999000002
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"7","2","2",92388.6082410000,180.0000000000,510000.0002800000,6773819.8994000005
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"8","3","0",92388.6082410000,180.0000000000,520000.0003200000,6741571.7324000001
"21","20",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"9","3","1",97627.9859690000,180.0000000000,520000.0003200000,6736332.3547000000
"41","40",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"0","0","0",0.0000000000,180.0000000000,520000.0003200000,6659999.9996999996
"41","40",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"1","0","1",10000.0000400000,202.5000004900,520000.0003200000,6649999.9996999996
"41","40",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"2","0","2",10920.6499280000,225.0000009700,519349.0025300000,6649349.0018999996
"54","53",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"0","0","0",0.0000000000,270.0000000000,500000.0002400000,6689999.9998000003
"54","53",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"1","0","1",10000.0000400000,292.5000000000,490000.0002000000,6689999.9998000003
"54","53",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"2","0","2",24142.1357190000,292.5000000000,480000.0001600000,6699999.9999000002
"54","53",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"3","0","3",29416.3565230000,270.0000000000,474725.7793600000,6699999.9999000002
"54","53",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"4","1","0",29416.3565230000,270.0000000000,458756.0215900000,6699999.9999000002
"54","53",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"5","1","1",33738.8818380000,270.0000000000,454433.4962700000,6699999.9999000002
"72","71",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"0","0","0",0.0000000000,224.9999980600,521408.8688500000,6841408.8684000000
"72","71",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"1","0","1",1992.4410563000,202.4999990300,520000.0003200000,6839999.9998000003
"72","71",SSS_AusLAMP__34145_1_n_HDS_ln_690b9ed5_0d6e_40b1_bbb8_117c21ca5a28,AusLAMP,-34145.0000000000,"2","0","2",3244.3600943000,180.0000000000,520000.0003200000,6838748.0806999998
"23","22",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"0","0","0",0.0000000000,180.0000000000,520000.0003200000,6741571.7324000001
"23","22",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"1","0","1",1571.7326871000,157.5000002400,520000.0003200000,6739999.9996999996
"23","22",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"2","0","2",4255.3756349000,135.0000004900,521897.6224300000,6738102.3776000002
"29","28",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"0","0","0",0.0000000000,224.9999995100,523624.9439300000,6653624.9439000003
"29","28",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"1","0","1",6047.0945384000,224.9999995100,519349.0024100000,6649349.0022999998
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"0","0","0",0.0000000000,270.0000000000,500000.0002400000,6689999.9998000003
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"1","0","1",10000.0000400000,292.5000000000,490000.0002000000,6689999.9998000003
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"2","0","2",24142.1357190000,292.5000000000,480000.0001600000,6699999.9999000002
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"3","0","3",29416.3565230000,270.0000000000,474725.7793600000,6699999.9999000002
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"4","1","0",29416.3565230000,0.0000000000,470000.0001200000,6706815.2220000001
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"5","1","1",32601.1344680000,0.0000000000,470000.0001200000,6709999.9999000002
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"6","1","2",42601.1345070000,22.5000000000,470000.0001200000,6720000.0000000000
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"7","1","3",56743.2701870000,22.5000000000,480000.0001600000,6730000.0000000000
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"8","1","4",58679.5139230000,0.0000000000,480000.0001600000,6731936.2437000005
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"9","2","0",58679.5139230000,0.0000000000,480000.0001600000,6735569.1831999999
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"10","2","1",76276.3530640000,0.0000000000,480000.0001600000,6753166.0223000003
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"11","3","0",76276.3530640000,315.0000000000,470424.6523400000,6769575.3476000000
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"12","3","1",91019.0376660000,292.5000000000,460000.0000800000,6779999.9999000002
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"13","3","2",111019.0377500000,292.5000004900,440000.0000000000,6779999.9999000002
"46","45",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"14","3","3",111809.3156600000,315.0000009700,439441.1891400000,6780558.8107000003
"51","50",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"0","0","0",0.0000000000,270.0000000000,458756.0215900000,6699999.9999000002
"51","50",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"1","0","1",4322.5253148000,270.0000000000,454433.4962700000,6699999.9999000002
"51","50",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"2","1","0",4322.5253148000,315.0000009700,431596.2091500000,6718403.7911000000
"51","50",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"3","1","1",6579.9055565000,337.5000004900,430000.0003000000,6720000.0000000000
"51","50",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"4","1","2",16579.9055960000,337.4999995100,430000.0003000000,6730000.0000000000
"51","50",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"5","1","3",26674.5372070000,314.9999990300,422862.0177100000,6737137.9823000003
"64","63",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"0","0","0",0.0000000000,135.0000003900,543731.3765800000,6846268.6233000001
"64","63",SSS_AusLAMP__42175_7_n_HDS_ln_900c3a9e_7d5f_4bdf_a227_6f5d39b25fff,AusLAMP,-42175.0000000000,"1","0","1",2592.8763627000,135.0000003900,545564.8170300000,6844435.1827999996
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"0","0","0",0.0000000000,135.0000000000,422862.0176800000,6737137.9823000003
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"1","0","1",24236.7670350000,157.5000000000,440000.0000000000,6720000.0000000000
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"2","0","2",26306.1617910000,180.0000000000,440000.0000000000,6717930.6052000001
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"3","1","0",26306.1617910000,90.0000000000,474725.7793600000,6699999.9999000002
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"4","1","1",31580.3825950000,112.5000000000,480000.0001600000,6699999.9999000002
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"5","1","2",45722.5182750000,112.5000000000,490000.0002000000,6689999.9998000003
"38","37",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"6","1","3",55722.5183140000,90.0000000000,500000.0002400000,6689999.9998000003
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"0","0","0",0.0000000000,0.0000000000,470000.0001200000,6709999.9999000002
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"1","0","1",20000.0000790000,22.5000004850,470000.0001200000,6730000.0000000000
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"2","0","2",34142.1355190000,22.5000004850,480000.0001600000,6739999.9996999996
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"3","0","3",44142.1355590000,337.5000000000,480000.0001600000,6749999.9996999996
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"4","0","4",48138.4604310000,315.0000000000,477174.1717400000,6752825.8282000003
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"5","1","0",48138.4604310000,315.0000000000,464864.2974200000,6765135.7024999997
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"6","1","1",55017.6157000000,315.0000000000,460000.0000800000,6769999.9998000003
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"7","1","2",83301.8870600000,292.5000000000,440000.0000000000,6789999.9999000002
"51","50",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"8","1","3",85863.4964510000,270.0000000000,437438.3906100000,6789999.9999000002
"54","53",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"0","0","0",0.0000000000,45.0000009710,519349.0025300000,6649349.0018999996
"54","53",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"1","0","1",920.6498880500,67.5000004850,520000.0003200000,6649999.9996999996
"54","53",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"2","0","2",5430.5265409000,90.0000000000,524509.8769700000,6649999.9996999996
"65","64",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"0","0","0",0.0000000000,135.0000000000,550049.1042300001,6849950.8953000000
"65","64",SSS_AusLAMP__46865_n_HDS_ln_7f8ce044_e160_4bb7_9bad_57b049fee637,AusLAMP,-46865.0000000000,"1","0","1",3767.8237658000,135.0000000000,552713.3579600001,6847286.6415999997
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,270.0000000000,501162.5699300000,6679999.9999000002
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",1162.5697196000,225.0000000000,500000.0002100000,6679999.9999000002
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"2","0","2",2408.8174623000,180.0000000000,500000.0002100000,6678753.7522000000
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"3","1","0",2408.8174623000,180.0000000000,500000.0002100000,6677221.7786999997
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"4","1","1",9630.5961908000,180.0000000000,500000.0002100000,6669999.9999000002
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"5","1","2",13453.7318530000,180.0000000000,500000.0002100000,6666176.8642999995
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"6","2","0",13453.7318530000,270.0000000000,485552.5234800000,6660000.0000000000
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"7","2","1",19006.2550620000,247.4999995200,480000.0002700000,6660000.0000000000
"56","55",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"8","2","2",22748.0248850000,224.9999990400,477354.1695000000,6657354.1690999996
"68","67",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,270.0000000000,490000.0002400000,6689999.9999000002
"68","67",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",19999.9999390000,292.5000000000,470000.0003000000,6689999.9999000002
"68","67",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"2","0","2",33853.5165450000,315.0000000000,460204.0847700000,6699795.9154000003
"68","67",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"3","1","0",33853.5165450000,270.0000000000,458756.0218000000,6699999.9999000002
"68","67",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"4","1","1",38176.0422110000,270.0000000000,454433.4961400000,6699999.9999000002
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,135.0000000000,424961.9989400000,6755038.0009000003
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",7124.8095561000,112.5000000000,430000.0000900000,6749999.9996999996
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"2","0","2",17124.8095260000,135.0000000000,440000.0000600000,6749999.9996999996
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"3","0","3",24246.5757140000,180.0000000000,440000.0000600000,6742878.2335000001
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"4","1","0",24246.5757140000,180.0000000000,440000.0000600000,6730699.5662000002
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"5","1","1",24946.1421660000,202.5000000000,440000.0000600000,6729999.9998000003
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"6","1","2",39088.2777470000,180.0000000000,430000.0000900000,6719999.9998000003
"71","70",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"7","1","3",41345.6581000000,135.0000000000,431596.2090500000,6718403.7907999996
"73","72",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,90.0000000000,440000.0000600000,6749999.9996999996
"73","72",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",8129.9735722000,90.0000000000,448129.9736300000,6749999.9996999996
"73","72",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"2","1","0",8129.9735722000,135.0000000000,462453.1163400000,6737546.8837000001
"73","72",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"3","1","1",18802.8792290000,135.0000000000,470000.0003000000,6729999.9998000003
"78","77",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,180.0000000000,440000.0000600000,6812677.0395000000
"78","77",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",2677.0396708000,157.5000000000,440000.0000600000,6809999.9999000002
"78","77",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"2","0","2",16819.1752520000,157.5000000000,450000.0000300000,6799999.9999000002
"78","77",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"3","0","3",41858.2765600000,180.0000000000,450000.0000300000,6774960.8986000000
"83","82",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,270.0000000000,500753.2142000000,6789999.9999000002
"83","82",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",753.2139926700,270.0000000000,500000.0002100000,6789999.9999000002
"86","85",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"0","0","0",0.0000000000,225.0000000000,478007.1822900000,6838007.1818000004
"86","85",SSS_AusLAMP__4833_1_n_HDS_ln_c7ea7ab8_6d36_4a5f_9510_3a4baab3c343,AusLAMP,-4833.0000000000,"1","0","1",7313.8918324000,225.0000000000,472835.4797800000,6832835.4792999998
